PROLIFIC_PID,Validity,Condition,RT,ER
5f50732850c7c600098593df,invalid,S1-R Coloured,449.0909090910174,0.0625
5f50732850c7c600098593df,invalid,S2-R,469.9583333332053,0.125
5f50732850c7c600098593df,valid,S1-R Coloured,443.5800000001791,0.0625
5f50732850c7c600098593df,valid,S2-R,425.3043478261282,0.09375
5f588fb87204220009eb684f,invalid,S1-R Coloured,514.7642857144937,0.0625
5f588fb87204220009eb684f,invalid,S2-R,544.2793103448696,0.09375
5f588fb87204220009eb684f,valid,S1-R Coloured,559.5384615384703,0.0625
5f588fb87204220009eb684f,valid,S2-R,534.0937499999327,0
5f5b2bd1b2430a23a9674a55,invalid,S1-R Coloured,565.0833333333386,0.0625
5f5b2bd1b2430a23a9674a55,invalid,S2-R,546.3599999998587,0.1875
5f5b2bd1b2430a23a9674a55,valid,S1-R Coloured,522.9357142853003,0.0625
5f5b2bd1b2430a23a9674a55,valid,S2-R,529.8062499997975,0
5f5f5013f947f6000bd8ddcb,invalid,S1-R Coloured,376.6666666626861,0
5f5f5013f947f6000bd8ddcb,invalid,S2-R,394.9379310371616,0.0625
5f5f5013f947f6000bd8ddcb,valid,S1-R Coloured,424.75714285457605,0.0625
5f5f5013f947f6000bd8ddcb,valid,S2-R,365.4200000023775,0.03125
5f6e36c7f042f033d0f97bc1,invalid,S1-R Coloured,497.9124999903206,0
5f6e36c7f042f033d0f97bc1,invalid,S2-R,510.91333333054837,0
5f6e36c7f042f033d0f97bc1,valid,S1-R Coloured,538.3374999873568,0
5f6e36c7f042f033d0f97bc1,valid,S2-R,515.2344827549259,0.03125
5fa3dc74fefcb501f909c68a,invalid,S1-R Coloured,561.2222222420845,0.25
5fa3dc74fefcb501f909c68a,invalid,S2-R,548.850000001489,0.09375
5fa3dc74fefcb501f909c68a,valid,S1-R Coloured,602.2153846117118,0
5fa3dc74fefcb501f909c68a,valid,S2-R,570.1689655225845,0
5ff792bdc0091e494e352e9b,invalid,S1-R Coloured,565.7499999978768,0
5ff792bdc0091e494e352e9b,invalid,S2-R,554.2310344813257,0
5ff792bdc0091e494e352e9b,valid,S1-R Coloured,552.0124999936584,0
5ff792bdc0091e494e352e9b,valid,S2-R,532.114285711726,0
600de3bf29e45455345fa8b5,invalid,S1-R Coloured,444.07692307719606,0
600de3bf29e45455345fa8b5,invalid,S2-R,466.52608695659063,0.0625
600de3bf29e45455345fa8b5,valid,S1-R Coloured,440.29000000012957,0.125
600de3bf29e45455345fa8b5,valid,S2-R,433.18275862074233,0
6034e8e3628ecdf282096ccf,invalid,S1-R Coloured,604.0500000020094,0
6034e8e3628ecdf282096ccf,invalid,S2-R,565.0076923083745,0.0625
6034e8e3628ecdf282096ccf,valid,S1-R Coloured,661.3230769221358,0.0625
6034e8e3628ecdf282096ccf,valid,S2-R,569.255555556862,0.0625
60603496c9a3d83273a11297,invalid,S1-R Coloured,622.653846149258,0.0625
60603496c9a3d83273a11297,invalid,S2-R,663.0500000066044,0.03125
60603496c9a3d83273a11297,valid,S1-R Coloured,578.5142857113052,0
60603496c9a3d83273a11297,valid,S2-R,588.9115384553328,0.03125
6066d08253019ea549b1dd37,invalid,S1-R Coloured,553.2066666668849,0
6066d08253019ea549b1dd37,invalid,S2-R,553.6333333332777,0.03125
6066d08253019ea549b1dd37,valid,S1-R Coloured,555.2571428571582,0
6066d08253019ea549b1dd37,valid,S2-R,537.2064516126696,0.03125
6085a4cc5f5f9ba1a3bfd785,invalid,S1-R Coloured,573.5071428418174,0.125
6085a4cc5f5f9ba1a3bfd785,invalid,S2-R,590.7592592548351,0.125
6085a4cc5f5f9ba1a3bfd785,valid,S1-R Coloured,574.7062500119355,0
6085a4cc5f5f9ba1a3bfd785,valid,S2-R,560.9285714370783,0.0625
6088e7b7d327c199db58cf61,invalid,S1-R Coloured,570.4466666698332,0
6088e7b7d327c199db58cf61,invalid,S2-R,560.4666666984523,0.03125
6088e7b7d327c199db58cf61,valid,S1-R Coloured,576.4071428775586,0
6088e7b7d327c199db58cf61,valid,S2-R,556.8678571411608,0.03125
60967660853e8fcaf410748b,invalid,S1-R Coloured,509.52142857067884,0.0625
60967660853e8fcaf410748b,invalid,S2-R,483.857142856339,0.03125
60967660853e8fcaf410748b,valid,S1-R Coloured,491.3437499995368,0
60967660853e8fcaf410748b,valid,S2-R,484.1931034478138,0.03125
60a97537bf4b23dbaba42403,invalid,S1-R Coloured,495.8692307693057,0.1875
60a97537bf4b23dbaba42403,invalid,S2-R,512.0761904762611,0.25
60a97537bf4b23dbaba42403,valid,S1-R Coloured,503.70909090915205,0.25
60a97537bf4b23dbaba42403,valid,S2-R,493.95714285667833,0.21875
60abbbce67335394c314a00a,invalid,S1-R Coloured,463.92857142433286,0.125
60abbbce67335394c314a00a,invalid,S2-R,523.1516129018737,0
60abbbce67335394c314a00a,valid,S1-R Coloured,500.2416666646828,0.125
60abbbce67335394c314a00a,valid,S2-R,490.60333333512745,0.03125
60b3950b9a1de417d37bb8d2,invalid,S1-R Coloured,458.6750000019985,0.1875
60b3950b9a1de417d37bb8d2,invalid,S2-R,427.75172413783775,0
60b3950b9a1de417d37bb8d2,valid,S1-R Coloured,456.062500001849,0.5
60b3950b9a1de417d37bb8d2,valid,S2-R,426.2807692312156,0.0625
60b91383e5e9ab787f581f7c,invalid,S1-R Coloured,443.9500000136231,0.0625
60b91383e5e9ab787f581f7c,invalid,S2-R,498.2333333315873,0.0625
60b91383e5e9ab787f581f7c,valid,S1-R Coloured,502.06249999999386,0.5
60b91383e5e9ab787f581f7c,valid,S2-R,488.24516127956485,0.03125
60cb63abf6f1053d9577e1fe,invalid,S1-R Coloured,483.20833332836816,0.1875
60cb63abf6f1053d9577e1fe,invalid,S2-R,490.08214285968927,0.0625
60cb63abf6f1053d9577e1fe,valid,S1-R Coloured,508.19166666766097,0.125
60cb63abf6f1053d9577e1fe,valid,S2-R,475.75862069787286,0.0625
60d432ce6e413e7509dd4b78,invalid,S1-R Coloured,471.95384616118366,0.0625
60d432ce6e413e7509dd4b78,invalid,S2-R,508.3360000038101,0.03125
60d432ce6e413e7509dd4b78,valid,S1-R Coloured,499.6846153736057,0.0625
60d432ce6e413e7509dd4b78,valid,S2-R,471.1357142584599,0.0625
60dbd1a6bb3d411213cef6bc,invalid,S1-R Coloured,507.8750000003538,0
60dbd1a6bb3d411213cef6bc,invalid,S2-R,496.7499999999226,0.09375
60dbd1a6bb3d411213cef6bc,valid,S1-R Coloured,511.53333333325764,0
60dbd1a6bb3d411213cef6bc,valid,S2-R,480.99999999976717,0.03125
60df713d7718de2a4065b80b,invalid,S1-R Coloured,651.3733333269784,0
60df713d7718de2a4065b80b,invalid,S2-R,675.251724140398,0.03125
60df713d7718de2a4065b80b,valid,S1-R Coloured,611.7846153699177,0.125
60df713d7718de2a4065b80b,valid,S2-R,693.8961538397253,0.03125
60f91d62ce12ac59792a3f6e,invalid,S1-R Coloured,534.5000000108216,0.0625
60f91d62ce12ac59792a3f6e,invalid,S2-R,539.3399999952226,0.09375
60f91d62ce12ac59792a3f6e,valid,S1-R Coloured,504.0666666507529,0
60f91d62ce12ac59792a3f6e,valid,S2-R,530.6307692160929,0.125
60fcebba7345a976efc9c080,invalid,S1-R Coloured,553.8357142859321,0
60fcebba7345a976efc9c080,invalid,S2-R,572.3814814819274,0
60fcebba7345a976efc9c080,valid,S1-R Coloured,626.6461538466239,0
60fcebba7345a976efc9c080,valid,S2-R,548.6517241383847,0
60fd080d5476f4a77211bafb,invalid,S1-R Coloured,615.7357142823149,0.0625
60fd080d5476f4a77211bafb,invalid,S2-R,593.4928571539209,0
60fd080d5476f4a77211bafb,valid,S1-R Coloured,643.0533333222002,0
60fd080d5476f4a77211bafb,valid,S2-R,608.4290322565325,0
60fd7f782b0c5f0b6503302a,invalid,S1-R Coloured,434.80769229852984,0.0625
60fd7f782b0c5f0b6503302a,invalid,S2-R,492.18518518959746,0.125
60fd7f782b0c5f0b6503302a,valid,S1-R Coloured,465.6785714370894,0.125
60fd7f782b0c5f0b6503302a,valid,S2-R,494.04642856760006,0.125
60fdaf5b539bcc4d2724d6a4,invalid,S1-R Coloured,507.62307691573267,0
60fdaf5b539bcc4d2724d6a4,invalid,S2-R,566.4423076923107,0.0625
60fdaf5b539bcc4d2724d6a4,valid,S1-R Coloured,601.4333333412651,0
60fdaf5b539bcc4d2724d6a4,valid,S2-R,547.74374998361,0
60fdb83606ba18b3b54215fa,invalid,S1-R Coloured,427.99999999999727,0.0625
60fdb83606ba18b3b54215fa,invalid,S2-R,423.44827586207197,0.0625
60fdb83606ba18b3b54215fa,valid,S1-R Coloured,450.0769230769143,0.1875
60fdb83606ba18b3b54215fa,valid,S2-R,404.8076923076958,0.09375
6102dacce29b57b1e268c13a,invalid,S1-R Coloured,455.03125000183786,0
6102dacce29b57b1e268c13a,invalid,S2-R,441.35714286034045,0.03125
6102dacce29b57b1e268c13a,valid,S1-R Coloured,466.3571428507437,0.125
6102dacce29b57b1e268c13a,valid,S2-R,471.30384615520336,0.15625
610826a7604223dea33406f1,invalid,S1-R Coloured,413.0750000327694,0
610826a7604223dea33406f1,invalid,S2-R,425.6555555484738,0.03125
610826a7604223dea33406f1,valid,S1-R Coloured,423.49999996593266,0.125
610826a7604223dea33406f1,valid,S2-R,420.5062500238341,0
6108ac1e801e23ad2a25e7f0,invalid,S1-R Coloured,463.56923077199167,0.0625
6108ac1e801e23ad2a25e7f0,invalid,S2-R,521.0148148139398,0.125
6108ac1e801e23ad2a25e7f0,valid,S1-R Coloured,507.9133333285881,0
6108ac1e801e23ad2a25e7f0,valid,S2-R,504.964000000964,0.03125
6111234ac8cfa49e38acbfb4,invalid,S1-R Coloured,464.05625000082296,0
6111234ac8cfa49e38acbfb4,invalid,S2-R,521.1678571429559,0.03125
6111234ac8cfa49e38acbfb4,valid,S1-R Coloured,460.43333333318515,0.1875
6111234ac8cfa49e38acbfb4,valid,S2-R,504.52592592602775,0.03125
6114681d3dcdb4a295eec181,invalid,S1-R Coloured,601.957142863934,0
6114681d3dcdb4a295eec181,invalid,S2-R,541.4821428699018,0
6114681d3dcdb4a295eec181,valid,S1-R Coloured,476.8357142806069,0
6114681d3dcdb4a295eec181,valid,S2-R,518.1965517216714,0.03125
611645b93f0840eae41426f5,invalid,S1-R Coloured,546.2769230787392,0
611645b93f0840eae41426f5,invalid,S2-R,540.5413793089064,0
611645b93f0840eae41426f5,valid,S1-R Coloured,518.3846153869091,0.125
611645b93f0840eae41426f5,valid,S2-R,525.7310344833795,0
611ff6cc935b6de3fff0b896,invalid,S1-R Coloured,510.8428571426446,0.125
611ff6cc935b6de3fff0b896,invalid,S2-R,517.4999999989083,0.15625
611ff6cc935b6de3fff0b896,valid,S1-R Coloured,529.7181818187318,0.1875
611ff6cc935b6de3fff0b896,valid,S2-R,510.3111111091375,0.03125
61436bd26638b05527a135cb,invalid,S1-R Coloured,563.9466666698354,0
61436bd26638b05527a135cb,invalid,S2-R,554.123333330953,0.0625
61436bd26638b05527a135cb,valid,S1-R Coloured,587.100000006834,0.0625
61436bd26638b05527a135cb,valid,S2-R,506.20937500149665,0
6147724c13bb365774e24af1,invalid,S1-R Coloured,628.4800000021884,0
6147724c13bb365774e24af1,invalid,S2-R,549.3148148137118,0.125
6147724c13bb365774e24af1,valid,S1-R Coloured,547.1357142850723,0.125
6147724c13bb365774e24af1,valid,S2-R,566.0500000016143,0.03125
6165ab1d62dc48b90438ea1d,invalid,S1-R Coloured,432.5333333333447,0.0625
6165ab1d62dc48b90438ea1d,invalid,S2-R,443.3703703703663,0.09375
6165ab1d62dc48b90438ea1d,valid,S1-R Coloured,456.80000000000973,0.3125
6165ab1d62dc48b90438ea1d,valid,S2-R,419.96774193549504,0.03125
616fe12dc33a81b79f5d958a,invalid,S1-R Coloured,503.89999999921736,0.1875
616fe12dc33a81b79f5d958a,invalid,S2-R,495.3692307712852,0.15625
616fe12dc33a81b79f5d958a,valid,S1-R Coloured,498.54166666543165,0.1875
616fe12dc33a81b79f5d958a,valid,S2-R,486.3233333319575,0.03125
61f2ad60a09e72f23cbaf86d,invalid,S1-R Coloured,438.7812500037285,0
61f2ad60a09e72f23cbaf86d,invalid,S2-R,425.01333332856274,0.03125
61f2ad60a09e72f23cbaf86d,valid,S1-R Coloured,454.1692307637434,0.125
61f2ad60a09e72f23cbaf86d,valid,S2-R,420.5533333301635,0.03125
622b64053557c445641d767a,invalid,S1-R Coloured,555.2750000022329,0
622b64053557c445641d767a,invalid,S2-R,558.6906250007466,0
622b64053557c445641d767a,valid,S1-R Coloured,563.4933333297568,0
622b64053557c445641d767a,valid,S2-R,539.3700000007811,0
627e807715abf2361938fd68,invalid,S1-R Coloured,512.1071428741776,0
627e807715abf2361938fd68,invalid,S2-R,544.5874999960267,0
627e807715abf2361938fd68,valid,S1-R Coloured,577.9000000134076,0
627e807715abf2361938fd68,valid,S2-R,505.7464285577729,0
6286672d0165aad8f1386c27,invalid,S1-R Coloured,393.55833333361073,0.25
6286672d0165aad8f1386c27,invalid,S2-R,386.944000002145,0.15625
6286672d0165aad8f1386c27,valid,S1-R Coloured,377.4066666702235,0.0625
6286672d0165aad8f1386c27,valid,S2-R,370.1344827588463,0.09375
628bbdac4ba783931f487fd8,invalid,S1-R Coloured,516.3307692317159,0.0625
628bbdac4ba783931f487fd8,invalid,S2-R,571.8466666658818,0.03125
628bbdac4ba783931f487fd8,valid,S1-R Coloured,549.65714285630645,0
628bbdac4ba783931f487fd8,valid,S2-R,546.4888888900953,0.03125
628fc75b2561940f60f57b37,invalid,S1-R Coloured,624.8666666671833,0.125
628fc75b2561940f60f57b37,invalid,S2-R,576.6655172417868,0.0625
628fc75b2561940f60f57b37,valid,S1-R Coloured,558.3733333389167,0
628fc75b2561940f60f57b37,valid,S2-R,574.2137931030364,0
629082739390703f993b12bd,invalid,S1-R Coloured,593.8333333349924,0
629082739390703f993b12bd,invalid,S2-R,611.3068965529543,0.03125
629082739390703f993b12bd,valid,S1-R Coloured,584.9399999986039,0.0625
629082739390703f993b12bd,valid,S2-R,636.420000000309,0
6294c3c360a62ab4c18a4ffd,invalid,S1-R Coloured,764.5249999860841,0.1875
6294c3c360a62ab4c18a4ffd,invalid,S2-R,660.5199999809292,0.125
6294c3c360a62ab4c18a4ffd,valid,S1-R Coloured,668.6699999809093,0.1875
6294c3c360a62ab4c18a4ffd,valid,S2-R,650.4321428579901,0.0625
629552d66a0ad893867fa675,invalid,S1-R Coloured,477.8250000029942,0
629552d66a0ad893867fa675,invalid,S2-R,534.9200000087308,0.03125
629552d66a0ad893867fa675,valid,S1-R Coloured,491.83846152746247,0
629552d66a0ad893867fa675,valid,S2-R,517.9366666555401,0
62964243018e89ba8d83384b,invalid,S1-R Coloured,432.95833333458705,0.1875
62964243018e89ba8d83384b,invalid,S2-R,444.4304347815709,0.28125
62964243018e89ba8d83384b,valid,S1-R Coloured,439.10000000148557,0.3125
62964243018e89ba8d83384b,valid,S2-R,436.34230769195113,0.125
