PROLIFIC_PID,Validity,Condition,Freq,RT
5e8b89d0afcb1606e761ef7f,Valid,S1-R Transfer,10,882.2700000048371
5e92178e8ee4fe54b65b7c39,invalid,S1-R Transfer,7,NA
5e92178e8ee4fe54b65b7c39,Valid,S1-R Transfer,13,515.6461538443165
5eebb8b7011d13119025dcf0,invalid,S1-R Transfer,11,NA
5eebb8b7011d13119025dcf0,Valid,S1-R Transfer,9,260.7777777711564
5ef1f7026343e20b931a0cb0,invalid,S1-R Transfer,11,NA
5ef1f7026343e20b931a0cb0,Valid,S1-R Transfer,9,875.1111111110959
5f00fa2353b5c10c934298fa,invalid,S1-R Transfer,8,NA
5f00fa2353b5c10c934298fa,Valid,S1-R Transfer,12,479.19166666762675
5f19e162d258ca0921678a36,invalid,S1-R Transfer,12,NA
5f19e162d258ca0921678a36,Valid,S1-R Transfer,8,1888.3750000000032
5f25e860dd98342ce97e7403,invalid,S1-R Transfer,10,NA
5f25e860dd98342ce97e7403,Valid,S1-R Transfer,10,256.40000000000214
5f50732850c7c600098593df,invalid,S1-R Transfer,9,NA
5f50732850c7c600098593df,Valid,S1-R Transfer,11,871.0454545455326
5f588fb87204220009eb684f,invalid,S1-R Transfer,14,NA
5f588fb87204220009eb684f,Valid,S1-R Transfer,6,770.2166666661773
5f5b2bd1b2430a23a9674a55,invalid,S1-R Transfer,8,NA
5f5b2bd1b2430a23a9674a55,Valid,S1-R Transfer,12,715.6416666666227
5f5f5013f947f6000bd8ddcb,invalid,S1-R Transfer,6,NA
5f5f5013f947f6000bd8ddcb,Valid,S1-R Transfer,14,678.678571428569
5f6e36c7f042f033d0f97bc1,invalid,S1-R Transfer,9,NA
5f6e36c7f042f033d0f97bc1,Valid,S1-R Transfer,11,275.06363637879036
5fa3dc74fefcb501f909c68a,invalid,S1-R Transfer,15,NA
5fa3dc74fefcb501f909c68a,Valid,S1-R Transfer,5,1476.4000000118926
5ff792bdc0091e494e352e9b,invalid,S1-R Transfer,9,NA
5ff792bdc0091e494e352e9b,Valid,S1-R Transfer,11,1048.0636363571111
600de3bf29e45455345fa8b5,invalid,S1-R Transfer,10,NA
600de3bf29e45455345fa8b5,Valid,S1-R Transfer,10,473.17000000002736
6034e8e3628ecdf282096ccf,invalid,S1-R Transfer,11,NA
6034e8e3628ecdf282096ccf,Valid,S1-R Transfer,9,469.47777777908567
60603496c9a3d83273a11297,invalid,S1-R Transfer,20,NA
60603496c9a3d83273a11297,Valid,S1-R Transfer,0,NA
6066d08253019ea549b1dd37,invalid,S1-R Transfer,9,NA
6066d08253019ea549b1dd37,Valid,S1-R Transfer,11,509.1363636363853
6085a4cc5f5f9ba1a3bfd785,invalid,S1-R Transfer,15,NA
6085a4cc5f5f9ba1a3bfd785,Valid,S1-R Transfer,5,517.4000000000206
6088e7b7d327c199db58cf61,invalid,S1-R Transfer,7,NA
6088e7b7d327c199db58cf61,Valid,S1-R Transfer,13,703.1923076923214
60967660853e8fcaf410748b,invalid,S1-R Transfer,10,NA
60967660853e8fcaf410748b,Valid,S1-R Transfer,10,724.6200000003114
60a97537bf4b23dbaba42403,invalid,S1-R Transfer,10,NA
60a97537bf4b23dbaba42403,Valid,S1-R Transfer,10,332.9499999996301
60abbbce67335394c314a00a,invalid,S1-R Transfer,3,NA
60abbbce67335394c314a00a,Valid,S1-R Transfer,17,581.9588235266003
60b3950b9a1de417d37bb8d2,invalid,S1-R Transfer,11,NA
60b3950b9a1de417d37bb8d2,Valid,S1-R Transfer,9,277.67777777873766
60b91383e5e9ab787f581f7c,invalid,S1-R Transfer,6,NA
60b91383e5e9ab787f581f7c,Valid,S1-R Transfer,14,787.2142857142868
60cb63abf6f1053d9577e1fe,invalid,S1-R Transfer,8,NA
60cb63abf6f1053d9577e1fe,Valid,S1-R Transfer,12,909.766666665675
60d432ce6e413e7509dd4b78,invalid,S1-R Transfer,9,NA
60d432ce6e413e7509dd4b78,Valid,S1-R Transfer,11,865.4090909090903
60dbd1a6bb3d411213cef6bc,invalid,S1-R Transfer,11,NA
60dbd1a6bb3d411213cef6bc,Valid,S1-R Transfer,9,234.2222222220395
60df713d7718de2a4065b80b,invalid,S1-R Transfer,16,NA
60df713d7718de2a4065b80b,Valid,S1-R Transfer,4,653.0500000119162
60f91d62ce12ac59792a3f6e,invalid,S1-R Transfer,12,NA
60f91d62ce12ac59792a3f6e,Valid,S1-R Transfer,8,1140.1750000268294
60fcebba7345a976efc9c080,invalid,S1-R Transfer,2,NA
60fcebba7345a976efc9c080,Valid,S1-R Transfer,18,965.5055555556595
60fd080d5476f4a77211bafb,invalid,S1-R Transfer,4,NA
60fd080d5476f4a77211bafb,Valid,S1-R Transfer,16,1066.7062500044651
60fd7f782b0c5f0b6503302a,invalid,S1-R Transfer,8,NA
60fd7f782b0c5f0b6503302a,Valid,S1-R Transfer,12,203.8250000029791
60fdaf5b539bcc4d2724d6a4,invalid,S1-R Transfer,8,NA
60fdaf5b539bcc4d2724d6a4,Valid,S1-R Transfer,12,1071.1916666626944
60fdb83606ba18b3b54215fa,invalid,S1-R Transfer,9,NA
60fdb83606ba18b3b54215fa,Valid,S1-R Transfer,11,442.636363636361
6102dacce29b57b1e268c13a,invalid,S1-R Transfer,6,NA
6102dacce29b57b1e268c13a,Valid,S1-R Transfer,14,649.514285713447
610826a7604223dea33406f1,invalid,S1-R Transfer,8,NA
610826a7604223dea33406f1,Valid,S1-R Transfer,12,270.5166666507826
6108ac1e801e23ad2a25e7f0,invalid,S1-R Transfer,5,NA
6108ac1e801e23ad2a25e7f0,Valid,S1-R Transfer,15,729.0533333261882
6111234ac8cfa49e38acbfb4,invalid,S1-R Transfer,9,NA
6111234ac8cfa49e38acbfb4,Valid,S1-R Transfer,11,651.5818181816878
6114681d3dcdb4a295eec181,invalid,S1-R Transfer,6,NA
6114681d3dcdb4a295eec181,Valid,S1-R Transfer,14,841.1785714370938
611645b93f0840eae41426f5,invalid,S1-R Transfer,10,NA
611645b93f0840eae41426f5,Valid,S1-R Transfer,10,422.78000000415545
611ff6cc935b6de3fff0b896,invalid,S1-R Transfer,9,NA
611ff6cc935b6de3fff0b896,Valid,S1-R Transfer,11,967.1272727264657
61436bd26638b05527a135cb,invalid,S1-R Transfer,6,NA
61436bd26638b05527a135cb,Valid,S1-R Transfer,14,250.7428571411562
6147724c13bb365774e24af1,invalid,S1-R Transfer,10,NA
6147724c13bb365774e24af1,Valid,S1-R Transfer,10,682.5700000017775
6165ab1d62dc48b90438ea1d,invalid,S1-R Transfer,7,NA
6165ab1d62dc48b90438ea1d,Valid,S1-R Transfer,13,601.0000000000078
616fe12dc33a81b79f5d958a,invalid,S1-R Transfer,7,NA
616fe12dc33a81b79f5d958a,Valid,S1-R Transfer,13,242.4692307676406
61f2ad60a09e72f23cbaf86d,invalid,S1-R Transfer,7,NA
61f2ad60a09e72f23cbaf86d,Valid,S1-R Transfer,13,234.7384615402986
622b64053557c445641d767a,invalid,S1-R Transfer,7,NA
622b64053557c445641d767a,Valid,S1-R Transfer,13,846.6230769226006
627e807715abf2361938fd68,invalid,S1-R Transfer,9,NA
627e807715abf2361938fd68,Valid,S1-R Transfer,11,415.027272733782
6286672d0165aad8f1386c27,invalid,S1-R Transfer,11,NA
6286672d0165aad8f1386c27,Valid,S1-R Transfer,9,686.2222222205597
628bbdac4ba783931f487fd8,invalid,S1-R Transfer,9,NA
628bbdac4ba783931f487fd8,Valid,S1-R Transfer,11,267.3909090933235
628fc75b2561940f60f57b37,invalid,S1-R Transfer,10,NA
628fc75b2561940f60f57b37,Valid,S1-R Transfer,10,723.7400000065634
629082739390703f993b12bd,invalid,S1-R Transfer,12,NA
629082739390703f993b12bd,Valid,S1-R Transfer,8,781.3375000040992
6294c3c360a62ab4c18a4ffd,invalid,S1-R Transfer,8,NA
6294c3c360a62ab4c18a4ffd,Valid,S1-R Transfer,12,905.3916666706527
629552d66a0ad893867fa675,invalid,S1-R Transfer,4,NA
629552d66a0ad893867fa675,Valid,S1-R Transfer,16,619.587500005963
62964243018e89ba8d83384b,invalid,S1-R Transfer,7,NA
62964243018e89ba8d83384b,Valid,S1-R Transfer,13,390.3846153846145
