PROLIFIC_PID,ChoiceType,Phase,Condition,Stim1,Stim2,Validity,FreeChoiceResp,Response.keys,FreeChoiceAccuracy,RT_io,SSAwareness,S2RAwareness,S2RAwarenessyn,S1Awareness,S1Awarenessyn,S1TransferAwareness
616fe12dc33a81b79f5d958a,Free,3.1,S1-R Transfer,Tim,NA,invalid,d,"[""d""]",0,NA,-1,1,1,NA,NA,1
616fe12dc33a81b79f5d958a,Free,3.1,S1-R Transfer,Max,NA,Valid,d,"[""d""]",1,NA,-1,1,1,NA,NA,1
616fe12dc33a81b79f5d958a,Free,3.1,S1-R Transfer,Tim,NA,Valid,l,"[""l""]",1,261.89999999110114,-1,1,1,NA,NA,1
61f2ad60a09e72f23cbaf86d,Free,3.1,S1-R Transfer,Max,NA,invalid,l,"[""l""]",0,NA,1,-1,1,NA,NA,-1
61f2ad60a09e72f23cbaf86d,Free,3.1,S1-R Transfer,Tim,NA,Valid,l,"[""l""]",1,570.6000000238873,1,1,1,NA,NA,1
61f2ad60a09e72f23cbaf86d,Free,3.1,S1-R Transfer,Tim,NA,invalid,d,"[""d""]",0,NA,1,1,1,NA,NA,1
61f2ad60a09e72f23cbaf86d,Free,3.1,S1-R Transfer,Max,NA,Valid,d,"[""d""]",1,184.9000000357819,1,-1,1,NA,NA,-1
61f2ad60a09e72f23cbaf86d,Free,3.1,S1-R Transfer,Tim,NA,Valid,l,"[""l""]",1,222.19999998810636,1,1,1,NA,NA,1
61f2ad60a09e72f23cbaf86d,Free,3.1,S1-R Transfer,Max,NA,invalid,l,"[""l""]",0,NA,1,-1,1,NA,NA,-1
61f2ad60a09e72f23cbaf86d,Free,3.1,S1-R Transfer,Tim,NA,Valid,l,"[""l""]",1,400.7000000476637,1,1,1,NA,NA,1
61f2ad60a09e72f23cbaf86d,Free,3.1,S1-R Transfer,Max,NA,Valid,d,"[""d""]",1,NA,1,-1,1,NA,NA,-1
61f2ad60a09e72f23cbaf86d,Free,3.1,S1-R Transfer,Tim,NA,invalid,d,"[""d""]",0,NA,1,1,1,NA,NA,1
61f2ad60a09e72f23cbaf86d,Free,3.1,S1-R Transfer,Max,NA,invalid,l,"[""l""]",0,NA,1,-1,1,NA,NA,-1
61f2ad60a09e72f23cbaf86d,Free,3.1,S1-R Transfer,Max,NA,Valid,d,"[""d""]",1,266.6000000238,1,-1,1,NA,NA,-1
61f2ad60a09e72f23cbaf86d,Free,3.1,S1-R Transfer,Tim,NA,Valid,l,"[""l""]",1,151.7999999523454,1,1,1,NA,NA,1
61f2ad60a09e72f23cbaf86d,Free,3.1,S1-R Transfer,Max,NA,Valid,d,"[""d""]",1,249.6999999880245,1,-1,1,NA,NA,-1
61f2ad60a09e72f23cbaf86d,Free,3.1,S1-R Transfer,Tim,NA,Valid,l,"[""l""]",1,NA,1,1,1,NA,NA,1
61f2ad60a09e72f23cbaf86d,Free,3.1,S1-R Transfer,Max,NA,Valid,d,"[""d""]",1,332.99999999997,1,-1,1,NA,NA,-1
61f2ad60a09e72f23cbaf86d,Free,3.1,S1-R Transfer,Tim,NA,invalid,d,"[""d""]",0,NA,1,1,1,NA,NA,1
61f2ad60a09e72f23cbaf86d,Free,3.1,S1-R Transfer,Tim,NA,Valid,l,"[""l""]",1,NA,1,1,1,NA,NA,1
61f2ad60a09e72f23cbaf86d,Free,3.1,S1-R Transfer,Max,NA,Valid,d,"[""d""]",1,NA,1,-1,1,NA,NA,-1
61f2ad60a09e72f23cbaf86d,Free,3.1,S1-R Transfer,Tim,NA,Valid,l,"[""l""]",1,217.09999996426177,1,1,1,NA,NA,1
61f2ad60a09e72f23cbaf86d,Free,3.1,S1-R Transfer,Max,NA,invalid,l,"[""l""]",0,NA,1,-1,1,NA,NA,-1
622b64053557c445641d767a,Free,3.1,S1-R Transfer,Max,NA,Valid,d,"[""d""]",1,NA,1,-1,1,NA,NA,-1
622b64053557c445641d767a,Free,3.1,S1-R Transfer,Tim,NA,invalid,d,"[""d""]",0,NA,1,-1,1,NA,NA,-1
622b64053557c445641d767a,Free,3.1,S1-R Transfer,Tim,NA,Valid,l,"[""l""]",1,750.5999999940514,1,-1,1,NA,NA,-1
622b64053557c445641d767a,Free,3.1,S1-R Transfer,Max,NA,Valid,d,"[""d""]",1,983.8000000119108,1,-1,1,NA,NA,-1
622b64053557c445641d767a,Free,3.1,S1-R Transfer,Tim,NA,Valid,l,"[""l""]",1,565.0999999940041,1,-1,1,NA,NA,-1
622b64053557c445641d767a,Free,3.1,S1-R Transfer,Max,NA,Valid,d,"[""d""]",1,797.2000000179378,1,-1,1,NA,NA,-1
622b64053557c445641d767a,Free,3.1,S1-R Transfer,Max,NA,Valid,d,"[""d""]",1,600.3000000118845,1,-1,1,NA,NA,-1
622b64053557c445641d767a,Free,3.1,S1-R Transfer,Tim,NA,invalid,d,"[""d""]",0,NA,1,-1,1,NA,NA,-1
622b64053557c445641d767a,Free,3.1,S1-R Transfer,Max,NA,Valid,d,"[""d""]",1,816.1999999880436,1,-1,1,NA,NA,-1
622b64053557c445641d767a,Free,3.1,S1-R Transfer,Tim,NA,invalid,d,"[""d""]",0,NA,1,-1,1,NA,NA,-1
622b64053557c445641d767a,Free,3.1,S1-R Transfer,Max,NA,invalid,l,"[""l""]",0,NA,1,-1,1,NA,NA,-1
622b64053557c445641d767a,Free,3.1,S1-R Transfer,Tim,NA,Valid,l,"[""l""]",1,764.0999999939595,1,-1,1,NA,NA,-1
622b64053557c445641d767a,Free,3.1,S1-R Transfer,Max,NA,Valid,d,"[""d""]",1,962.0999999939386,1,-1,1,NA,NA,-1
622b64053557c445641d767a,Free,3.1,S1-R Transfer,Tim,NA,invalid,d,"[""d""]",0,NA,1,-1,1,NA,NA,-1
622b64053557c445641d767a,Free,3.1,S1-R Transfer,Tim,NA,invalid,d,"[""d""]",0,NA,1,-1,1,NA,NA,-1
622b64053557c445641d767a,Free,3.1,S1-R Transfer,Max,NA,Valid,d,"[""d""]",1,517.3999999761918,1,-1,1,NA,NA,-1
622b64053557c445641d767a,Free,3.1,S1-R Transfer,Max,NA,Valid,d,"[""d""]",1,785.09999999403135,1,-1,1,NA,NA,-1
622b64053557c445641d767a,Free,3.1,S1-R Transfer,Tim,NA,invalid,d,"[""d""]",0,NA,1,-1,1,NA,NA,-1
622b64053557c445641d767a,Free,3.1,S1-R Transfer,Tim,NA,Valid,l,"[""l""]",1,NA,1,-1,1,NA,NA,-1
622b64053557c445641d767a,Free,3.1,S1-R Transfer,Max,NA,Valid,d,"[""d""]",1,649.6999999881155,1,-1,1,NA,NA,-1
627e807715abf2361938fd68,Free,3.1,S1-R Transfer,Tim,NA,Valid,l,"[""l""]",1,1120.700000047691,1,1,1,NA,NA,1
627e807715abf2361938fd68,Free,3.1,S1-R Transfer,Max,NA,Valid,d,"[""d""]",1,552.799999952299,1,1,1,NA,NA,1
627e807715abf2361938fd68,Free,3.1,S1-R Transfer,Max,NA,Valid,d,"[""d""]",1,359.20000004762187,1,1,1,NA,NA,1
627e807715abf2361938fd68,Free,3.1,S1-R Transfer,Tim,NA,invalid,d,"[""d""]",0,NA,1,1,1,NA,NA,1
627e807715abf2361938fd68,Free,3.1,S1-R Transfer,Max,NA,Valid,d,"[""d""]",1,371.8000000715165,1,1,1,NA,NA,1
627e807715abf2361938fd68,Free,3.1,S1-R Transfer,Tim,NA,invalid,d,"[""d""]",0,NA,1,1,1,NA,NA,1
627e807715abf2361938fd68,Free,3.1,S1-R Transfer,Max,NA,Valid,d,"[""d""]",1,666.8999999761809,1,1,1,NA,NA,1
627e807715abf2361938fd68,Free,3.1,S1-R Transfer,Tim,NA,invalid,d,"[""d""]",0,NA,1,1,1,NA,NA,1
627e807715abf2361938fd68,Free,3.1,S1-R Transfer,Tim,NA,invalid,d,"[""d""]",0,NA,1,1,1,NA,NA,1
627e807715abf2361938fd68,Free,3.1,S1-R Transfer,Max,NA,Valid,d,"[""d""]",1,187.10000002386096,1,1,1,NA,NA,1
627e807715abf2361938fd68,Free,3.1,S1-R Transfer,Max,NA,Valid,d,"[""d""]",1,353.2999999523554,1,1,1,NA,NA,1
627e807715abf2361938fd68,Free,3.1,S1-R Transfer,Tim,NA,invalid,d,"[""d""]",0,NA,1,1,1,NA,NA,1
627e807715abf2361938fd68,Free,3.1,S1-R Transfer,Tim,NA,invalid,d,"[""d""]",0,NA,1,1,1,NA,NA,1
627e807715abf2361938fd68,Free,3.1,S1-R Transfer,Max,NA,Valid,d,"[""d""]",1,419.1999999285372,1,1,1,NA,NA,1
627e807715abf2361938fd68,Free,3.1,S1-R Transfer,Max,NA,Valid,d,"[""d""]",1,215.50000000002,1,1,1,NA,NA,1
627e807715abf2361938fd68,Free,3.1,S1-R Transfer,Tim,NA,invalid,d,"[""d""]",0,NA,1,1,1,NA,NA,1
627e807715abf2361938fd68,Free,3.1,S1-R Transfer,Max,NA,Valid,d,"[""d""]",1,NA,1,1,1,NA,NA,1
627e807715abf2361938fd68,Free,3.1,S1-R Transfer,Tim,NA,invalid,d,"[""d""]",0,NA,1,1,1,NA,NA,1
627e807715abf2361938fd68,Free,3.1,S1-R Transfer,Max,NA,Valid,d,"[""d""]",1,202.49999999998636,1,1,1,NA,NA,1
627e807715abf2361938fd68,Free,3.1,S1-R Transfer,Tim,NA,invalid,d,"[""d""]",0,NA,1,1,1,NA,NA,1
6286672d0165aad8f1386c27,Free,3.1,S1-R Transfer,Max,NA,invalid,l,"[""l""]",0,NA,1,1,-1,NA,NA,1
6286672d0165aad8f1386c27,Free,3.1,S1-R Transfer,Tim,NA,Valid,l,"[""l""]",1,232.59999999402223,1,1,1,NA,NA,-1
6286672d0165aad8f1386c27,Free,3.1,S1-R Transfer,Max,NA,invalid,l,"[""l""]",0,NA,1,1,-1,NA,NA,1
6286672d0165aad8f1386c27,Free,3.1,S1-R Transfer,Tim,NA,Valid,l,"[""l""]",1,199.1999999880818,1,1,1,NA,NA,-1
6286672d0165aad8f1386c27,Free,3.1,S1-R Transfer,Tim,NA,Valid,l,"[""l""]",1,NA,1,1,1,NA,NA,-1
6286672d0165aad8f1386c27,Free,3.1,S1-R Transfer,Max,NA,invalid,l,"[""l""]",0,NA,1,1,-1,NA,NA,1
6286672d0165aad8f1386c27,Free,3.1,S1-R Transfer,Max,NA,invalid,l,"[""l""]",0,NA,1,1,-1,NA,NA,1
6286672d0165aad8f1386c27,Free,3.1,S1-R Transfer,Tim,NA,invalid,d,"[""d""]",0,NA,1,1,1,NA,NA,-1
6286672d0165aad8f1386c27,Free,3.1,S1-R Transfer,Max,NA,Valid,d,"[""d""]",1,266.7999999970334,1,1,-1,NA,NA,1
6286672d0165aad8f1386c27,Free,3.1,S1-R Transfer,Tim,NA,invalid,d,"[""d""]",0,NA,1,1,1,NA,NA,-1
6286672d0165aad8f1386c27,Free,3.1,S1-R Transfer,Max,NA,Valid,d,"[""d""]",1,NA,1,1,-1,NA,NA,1
6286672d0165aad8f1386c27,Free,3.1,S1-R Transfer,Tim,NA,invalid,d,"[""d""]",0,NA,1,1,1,NA,NA,-1
6286672d0165aad8f1386c27,Free,3.1,S1-R Transfer,Max,NA,Valid,d,"[""d""]",1,748.7000000029411,1,1,-1,NA,NA,1
6286672d0165aad8f1386c27,Free,3.1,S1-R Transfer,Tim,NA,invalid,d,"[""d""]",0,NA,1,1,1,NA,NA,-1
6286672d0165aad8f1386c27,Free,3.1,S1-R Transfer,Max,NA,Valid,d,"[""d""]",1,494.2999999971107,1,1,-1,NA,NA,1
6286672d0165aad8f1386c27,Free,3.1,S1-R Transfer,Tim,NA,Valid,l,"[""l""]",1,627.4000000059914,1,1,1,NA,NA,-1
6286672d0165aad8f1386c27,Free,3.1,S1-R Transfer,Tim,NA,Valid,l,"[""l""]",1,798.9999999999782,1,1,1,NA,NA,-1
6286672d0165aad8f1386c27,Free,3.1,S1-R Transfer,Max,NA,invalid,l,"[""l""]",0,NA,1,1,-1,NA,NA,1
6286672d0165aad8f1386c27,Free,3.1,S1-R Transfer,Tim,NA,invalid,d,"[""d""]",0,NA,1,1,1,NA,NA,-1
6286672d0165aad8f1386c27,Free,3.1,S1-R Transfer,Max,NA,invalid,l,"[""l""]",0,NA,1,1,-1,NA,NA,1
628bbdac4ba783931f487fd8,Free,3.1,S1-R Transfer,Tim,NA,invalid,d,"[""d""]",0,NA,-1,-1,-1,NA,NA,-1
628bbdac4ba783931f487fd8,Free,3.1,S1-R Transfer,Max,NA,Valid,d,"[""d""]",1,188.49999999997635,-1,-1,-1,NA,NA,-1
628bbdac4ba783931f487fd8,Free,3.1,S1-R Transfer,Max,NA,Valid,d,"[""d""]",1,199.99999999998863,-1,-1,-1,NA,NA,-1
628bbdac4ba783931f487fd8,Free,3.1,S1-R Transfer,Tim,NA,invalid,d,"[""d""]",0,NA,-1,-1,-1,NA,NA,-1
628bbdac4ba783931f487fd8,Free,3.1,S1-R Transfer,Max,NA,Valid,d,"[""d""]",1,NA,-1,-1,-1,NA,NA,-1
628bbdac4ba783931f487fd8,Free,3.1,S1-R Transfer,Tim,NA,invalid,d,"[""d""]",0,NA,-1,-1,-1,NA,NA,-1
628bbdac4ba783931f487fd8,Free,3.1,S1-R Transfer,Tim,NA,invalid,d,"[""d""]",0,NA,-1,-1,-1,NA,NA,-1
628bbdac4ba783931f487fd8,Free,3.1,S1-R Transfer,Max,NA,Valid,d,"[""d""]",1,390.89999999100655,-1,-1,-1,NA,NA,-1
628bbdac4ba783931f487fd8,Free,3.1,S1-R Transfer,Max,NA,Valid,d,"[""d""]",1,NA,-1,-1,-1,NA,NA,-1
628bbdac4ba783931f487fd8,Free,3.1,S1-R Transfer,Tim,NA,invalid,d,"[""d""]",0,NA,-1,-1,-1,NA,NA,-1
628bbdac4ba783931f487fd8,Free,3.1,S1-R Transfer,Tim,NA,invalid,d,"[""d""]",0,NA,-1,-1,-1,NA,NA,-1
628bbdac4ba783931f487fd8,Free,3.1,S1-R Transfer,Max,NA,Valid,d,"[""d""]",1,428.2000000030166,-1,-1,-1,NA,NA,-1
628bbdac4ba783931f487fd8,Free,3.1,S1-R Transfer,Tim,NA,invalid,d,"[""d""]",0,NA,-1,-1,-1,NA,NA,-1
628bbdac4ba783931f487fd8,Free,3.1,S1-R Transfer,Max,NA,Valid,d,"[""d""]",1,474.3000000119082,-1,-1,-1,NA,NA,-1
628bbdac4ba783931f487fd8,Free,3.1,S1-R Transfer,Tim,NA,invalid,d,"[""d""]",0,NA,-1,-1,-1,NA,NA,-1
628bbdac4ba783931f487fd8,Free,3.1,S1-R Transfer,Max,NA,Valid,d,"[""d""]",1,NA,-1,-1,-1,NA,NA,-1
628bbdac4ba783931f487fd8,Free,3.1,S1-R Transfer,Max,NA,Valid,d,"[""d""]",1,453.4999999999627,-1,-1,-1,NA,NA,-1
628bbdac4ba783931f487fd8,Free,3.1,S1-R Transfer,Tim,NA,Valid,l,"[""l""]",1,627.9999999999291,-1,-1,-1,NA,NA,-1
628bbdac4ba783931f487fd8,Free,3.1,S1-R Transfer,Max,NA,invalid,l,"[""l""]",0,NA,-1,-1,-1,NA,NA,-1
628bbdac4ba783931f487fd8,Free,3.1,S1-R Transfer,Tim,NA,Valid,l,"[""l""]",1,NA,-1,-1,-1,NA,NA,-1
628fc75b2561940f60f57b37,Free,3.1,S1-R Transfer,Tim,NA,invalid,d,"[""d""]",0,NA,1,1,-1,NA,NA,1
628fc75b2561940f60f57b37,Free,3.1,S1-R Transfer,Max,NA,invalid,l,"[""l""]",0,NA,1,1,1,NA,NA,-1
628fc75b2561940f60f57b37,Free,3.1,S1-R Transfer,Tim,NA,invalid,d,"[""d""]",0,NA,1,1,-1,NA,NA,1
628fc75b2561940f60f57b37,Free,3.1,S1-R Transfer,Max,NA,Valid,d,"[""d""]",1,857.4999999999591,1,1,1,NA,NA,-1
628fc75b2561940f60f57b37,Free,3.1,S1-R Transfer,Max,NA,Valid,d,"[""d""]",1,701.3000000119405,1,1,1,NA,NA,-1
628fc75b2561940f60f57b37,Free,3.1,S1-R Transfer,Tim,NA,Valid,l,"[""l""]",1,635.8000000119546,1,1,-1,NA,NA,1
628fc75b2561940f60f57b37,Free,3.1,S1-R Transfer,Max,NA,invalid,l,"[""l""]",0,NA,1,1,1,NA,NA,-1
628fc75b2561940f60f57b37,Free,3.1,S1-R Transfer,Tim,NA,invalid,d,"[""d""]",0,NA,1,1,-1,NA,NA,1
628fc75b2561940f60f57b37,Free,3.1,S1-R Transfer,Max,NA,invalid,l,"[""l""]",0,NA,1,1,1,NA,NA,-1
628fc75b2561940f60f57b37,Free,3.1,S1-R Transfer,Tim,NA,Valid,l,"[""l""]",1,617.8000000119255,1,1,-1,NA,NA,1
628fc75b2561940f60f57b37,Free,3.1,S1-R Transfer,Max,NA,Valid,d,"[""d""]",1,667.80000001188,1,1,1,NA,NA,-1
628fc75b2561940f60f57b37,Free,3.1,S1-R Transfer,Tim,NA,invalid,d,"[""d""]",0,NA,1,1,-1,NA,NA,1
628fc75b2561940f60f57b37,Free,3.1,S1-R Transfer,Max,NA,Valid,d,"[""d""]",1,604.50000000003,1,1,1,NA,NA,-1
628fc75b2561940f60f57b37,Free,3.1,S1-R Transfer,Tim,NA,invalid,d,"[""d""]",0,NA,1,1,-1,NA,NA,1
628fc75b2561940f60f57b37,Free,3.1,S1-R Transfer,Max,NA,invalid,l,"[""l""]",0,NA,1,1,1,NA,NA,-1
628fc75b2561940f60f57b37,Free,3.1,S1-R Transfer,Tim,NA,Valid,l,"[""l""]",1,1089.099999994119,1,1,-1,NA,NA,1
628fc75b2561940f60f57b37,Free,3.1,S1-R Transfer,Tim,NA,Valid,l,"[""l""]",1,584.3000000119218,1,1,-1,NA,NA,1
628fc75b2561940f60f57b37,Free,3.1,S1-R Transfer,Max,NA,invalid,l,"[""l""]",0,NA,1,1,1,NA,NA,-1
628fc75b2561940f60f57b37,Free,3.1,S1-R Transfer,Tim,NA,Valid,l,"[""l""]",1,623.9000000059605,1,1,-1,NA,NA,1
628fc75b2561940f60f57b37,Free,3.1,S1-R Transfer,Max,NA,Valid,d,"[""d""]",1,855.4000000059432,1,1,1,NA,NA,-1
629082739390703f993b12bd,Free,3.1,S1-R Transfer,Tim,NA,Valid,l,"[""l""]",1,1410.7000000029757,1,-1,-1,NA,NA,-1
629082739390703f993b12bd,Free,3.1,S1-R Transfer,Max,NA,Valid,d,"[""d""]",1,1083.6000000089712,1,-1,-1,NA,NA,-1
629082739390703f993b12bd,Free,3.1,S1-R Transfer,Tim,NA,invalid,d,"[""d""]",0,NA,1,-1,-1,NA,NA,-1
629082739390703f993b12bd,Free,3.1,S1-R Transfer,Max,NA,invalid,l,"[""l""]",0,NA,1,-1,-1,NA,NA,-1
629082739390703f993b12bd,Free,3.1,S1-R Transfer,Max,NA,invalid,l,"[""l""]",0,NA,1,-1,-1,NA,NA,-1
629082739390703f993b12bd,Free,3.1,S1-R Transfer,Tim,NA,invalid,d,"[""d""]",0,NA,1,-1,-1,NA,NA,-1
629082739390703f993b12bd,Free,3.1,S1-R Transfer,Max,NA,Valid,d,"[""d""]",1,941.1000000089302,1,-1,-1,NA,NA,-1
629082739390703f993b12bd,Free,3.1,S1-R Transfer,Tim,NA,invalid,d,"[""d""]",0,NA,1,-1,-1,NA,NA,-1
629082739390703f993b12bd,Free,3.1,S1-R Transfer,Max,NA,invalid,l,"[""l""]",0,NA,1,-1,-1,NA,NA,-1
629082739390703f993b12bd,Free,3.1,S1-R Transfer,Tim,NA,Valid,l,"[""l""]",1,729.2000000029475,1,-1,-1,NA,NA,-1
629082739390703f993b12bd,Free,3.1,S1-R Transfer,Tim,NA,invalid,d,"[""d""]",0,NA,1,-1,-1,NA,NA,-1
629082739390703f993b12bd,Free,3.1,S1-R Transfer,Max,NA,invalid,l,"[""l""]",0,NA,1,-1,-1,NA,NA,-1
629082739390703f993b12bd,Free,3.1,S1-R Transfer,Tim,NA,Valid,l,"[""l""]",1,628.8000000118927,1,-1,-1,NA,NA,-1
629082739390703f993b12bd,Free,3.1,S1-R Transfer,Max,NA,invalid,l,"[""l""]",0,NA,1,-1,-1,NA,NA,-1
629082739390703f993b12bd,Free,3.1,S1-R Transfer,Tim,NA,Valid,l,"[""l""]",1,453.60000000891887,1,-1,-1,NA,NA,-1
629082739390703f993b12bd,Free,3.1,S1-R Transfer,Max,NA,invalid,l,"[""l""]",0,NA,1,-1,-1,NA,NA,-1
629082739390703f993b12bd,Free,3.1,S1-R Transfer,Tim,NA,invalid,d,"[""d""]",0,NA,1,-1,-1,NA,NA,-1
629082739390703f993b12bd,Free,3.1,S1-R Transfer,Max,NA,Valid,d,"[""d""]",1,576.5999999940732,1,-1,-1,NA,NA,-1
629082739390703f993b12bd,Free,3.1,S1-R Transfer,Max,NA,Valid,d,"[""d""]",1,427.0999999940841,1,-1,-1,NA,NA,-1
629082739390703f993b12bd,Free,3.1,S1-R Transfer,Tim,NA,invalid,d,"[""d""]",0,NA,1,-1,-1,NA,NA,-1
6294c3c360a62ab4c18a4ffd,Free,3.1,S1-R Transfer,Tim,NA,Valid,l,"[""l""]",1,1233.8999999761882,1,1,1,NA,NA,-1
6294c3c360a62ab4c18a4ffd,Free,3.1,S1-R Transfer,Max,NA,Valid,d,"[""d""]",1,1338.3000000715128,1,-1,1,NA,NA,-1
6294c3c360a62ab4c18a4ffd,Free,3.1,S1-R Transfer,Tim,NA,Valid,l,"[""l""]",1,829.3999999762036,1,1,1,NA,NA,-1
6294c3c360a62ab4c18a4ffd,Free,3.1,S1-R Transfer,Max,NA,Valid,d,"[""d""]",1,1105.7000000477046,1,-1,1,NA,NA,-1
6294c3c360a62ab4c18a4ffd,Free,3.1,S1-R Transfer,Max,NA,Valid,d,"[""d""]",1,800.5000000000564,1,-1,1,NA,NA,-1
6294c3c360a62ab4c18a4ffd,Free,3.1,S1-R Transfer,Tim,NA,invalid,d,"[""d""]",0,NA,1,1,1,NA,NA,-1
6294c3c360a62ab4c18a4ffd,Free,3.1,S1-R Transfer,Tim,NA,Valid,l,"[""l""]",1,1249.100000023759,1,1,1,NA,NA,-1
6294c3c360a62ab4c18a4ffd,Free,3.1,S1-R Transfer,Max,NA,Valid,d,"[""d""]",1,749.0000000000236,1,-1,1,NA,NA,-1
6294c3c360a62ab4c18a4ffd,Free,3.1,S1-R Transfer,Max,NA,invalid,l,"[""l""]",0,NA,1,-1,1,NA,NA,-1
6294c3c360a62ab4c18a4ffd,Free,3.1,S1-R Transfer,Tim,NA,invalid,d,"[""d""]",0,NA,1,1,1,NA,NA,-1
6294c3c360a62ab4c18a4ffd,Free,3.1,S1-R Transfer,Max,NA,invalid,l,"[""l""]",0,NA,1,-1,1,NA,NA,-1
6294c3c360a62ab4c18a4ffd,Free,3.1,S1-R Transfer,Tim,NA,Valid,l,"[""l""]",1,749.1999999285781,1,1,1,NA,NA,-1
6294c3c360a62ab4c18a4ffd,Free,3.1,S1-R Transfer,Tim,NA,Valid,l,"[""l""]",1,813.3999999761272,1,1,1,NA,NA,-1
6294c3c360a62ab4c18a4ffd,Free,3.1,S1-R Transfer,Max,NA,Valid,d,"[""d""]",1,966.8000000715438,1,-1,1,NA,NA,-1
6294c3c360a62ab4c18a4ffd,Free,3.1,S1-R Transfer,Tim,NA,invalid,d,"[""d""]",0,NA,1,1,1,NA,NA,-1
6294c3c360a62ab4c18a4ffd,Free,3.1,S1-R Transfer,Max,NA,invalid,l,"[""l""]",0,NA,1,-1,1,NA,NA,-1
6294c3c360a62ab4c18a4ffd,Free,3.1,S1-R Transfer,Max,NA,invalid,l,"[""l""]",0,NA,1,-1,1,NA,NA,-1
6294c3c360a62ab4c18a4ffd,Free,3.1,S1-R Transfer,Tim,NA,invalid,d,"[""d""]",0,NA,1,1,1,NA,NA,-1
6294c3c360a62ab4c18a4ffd,Free,3.1,S1-R Transfer,Max,NA,Valid,d,"[""d""]",1,563.9999999999645,1,-1,1,NA,NA,-1
6294c3c360a62ab4c18a4ffd,Free,3.1,S1-R Transfer,Tim,NA,Valid,l,"[""l""]",1,465.3999999761709,1,1,1,NA,NA,-1
629552d66a0ad893867fa675,Free,3.1,S1-R Transfer,Max,NA,invalid,l,"[""l""]",0,NA,1,-1,1,NA,NA,1
629552d66a0ad893867fa675,Free,3.1,S1-R Transfer,Tim,NA,Valid,l,"[""l""]",1,923.6999999285443,1,1,1,NA,NA,1
629552d66a0ad893867fa675,Free,3.1,S1-R Transfer,Tim,NA,Valid,l,"[""l""]",1,NA,1,1,1,NA,NA,1
629552d66a0ad893867fa675,Free,3.1,S1-R Transfer,Max,NA,Valid,d,"[""d""]",1,884.5000000000027,1,-1,1,NA,NA,1
629552d66a0ad893867fa675,Free,3.1,S1-R Transfer,Tim,NA,invalid,d,"[""d""]",0,NA,1,1,1,NA,NA,1
629552d66a0ad893867fa675,Free,3.1,S1-R Transfer,Max,NA,Valid,d,"[""d""]",1,988.30000007149,1,-1,1,NA,NA,1
629552d66a0ad893867fa675,Free,3.1,S1-R Transfer,Max,NA,Valid,d,"[""d""]",1,438.4999999999763,1,-1,1,NA,NA,1
629552d66a0ad893867fa675,Free,3.1,S1-R Transfer,Tim,NA,invalid,d,"[""d""]",0,NA,1,1,1,NA,NA,1
629552d66a0ad893867fa675,Free,3.1,S1-R Transfer,Max,NA,Valid,d,"[""d""]",1,467.4000000953811,1,-1,1,NA,NA,1
629552d66a0ad893867fa675,Free,3.1,S1-R Transfer,Tim,NA,Valid,l,"[""l""]",1,236.20000004768823,1,1,1,NA,NA,1
629552d66a0ad893867fa675,Free,3.1,S1-R Transfer,Tim,NA,Valid,l,"[""l""]",1,927.6000000238582,1,1,1,NA,NA,1
629552d66a0ad893867fa675,Free,3.1,S1-R Transfer,Max,NA,Valid,d,"[""d""]",1,534.100000023841,1,-1,1,NA,NA,1
629552d66a0ad893867fa675,Free,3.1,S1-R Transfer,Max,NA,Valid,d,"[""d""]",1,450.8999999761727,1,-1,1,NA,NA,1
629552d66a0ad893867fa675,Free,3.1,S1-R Transfer,Tim,NA,Valid,l,"[""l""]",1,484.0000000000373,1,1,1,NA,NA,1
629552d66a0ad893867fa675,Free,3.1,S1-R Transfer,Max,NA,Valid,d,"[""d""]",1,334.29999995223625,1,-1,1,NA,NA,1
629552d66a0ad893867fa675,Free,3.1,S1-R Transfer,Tim,NA,Valid,l,"[""l""]",1,335.60000002376,1,1,1,NA,NA,1
629552d66a0ad893867fa675,Free,3.1,S1-R Transfer,Max,NA,Valid,d,"[""d""]",1,533.8999999762564,1,-1,1,NA,NA,1
629552d66a0ad893867fa675,Free,3.1,S1-R Transfer,Tim,NA,Valid,l,"[""l""]",1,717.700000047671,1,1,1,NA,NA,1
629552d66a0ad893867fa675,Free,3.1,S1-R Transfer,Max,NA,Valid,d,"[""d""]",1,555.8999999761909,1,-1,1,NA,NA,1
629552d66a0ad893867fa675,Free,3.1,S1-R Transfer,Tim,NA,invalid,d,"[""d""]",0,NA,1,1,1,NA,NA,1
62964243018e89ba8d83384b,Free,3.1,S1-R Transfer,Tim,NA,Valid,l,"[""l""]",1,891.0000000000196,1,1,1,NA,NA,-1
62964243018e89ba8d83384b,Free,3.1,S1-R Transfer,Max,NA,Valid,d,"[""d""]",1,489.8000000044931,-1,-1,1,NA,NA,1
62964243018e89ba8d83384b,Free,3.1,S1-R Transfer,Tim,NA,invalid,d,"[""d""]",0,NA,1,1,1,NA,NA,-1
62964243018e89ba8d83384b,Free,3.1,S1-R Transfer,Max,NA,Valid,d,"[""d""]",1,296.7999999970061,-1,-1,1,NA,NA,1
62964243018e89ba8d83384b,Free,3.1,S1-R Transfer,Tim,NA,invalid,d,"[""d""]",0,NA,1,1,1,NA,NA,-1
